No.,Time,Source,Destination,Protocol,Length,goEID,Cmd,llno,parameter,allData,item_1,item_2,item_3,item_4,bit-str1,bit-str2,bit-str3,bit-str4
60404,3756.569636,ipcas_f8:c4:fd,Iec-Tc57_01:00:03,GOOSE,167,TIED1,CTRL,LLN0,Control_DataSet,2,FALSE,,,,0,,,
60405,3756.5705,ipcas_f8:c4:fd,Iec-Tc57_01:00:07,GOOSE,173,TIED1,CTRL,LLN0,Control_DataSet_1,2,TRUE,,,,0,,,
60408,3756.835316,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,176,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60409,3757.064109,ipcas_f8:c4:d8,Iec-Tc57_01:00:06,GOOSE,167,GIED1,PROT,LLN0,Control_DataSet,2,FALSE,,,,0,,,
60410,3757.191144,SiemensE_00:32:02,Iec-Tc57_01:00:01,GOOSE,173,TIED4,CTRL,LLN0,Control_DataSet_1,2,FALSE,,,,0,,,
60411,3757.21175,SiemensE_00:32:02,Iec-Tc57_01:00:09,GOOSE,181,TIED4,CTRL,LLN0,Control_DataSet_2,4,TRUE,FALSE,,,0,0,,
60413,3757.317268,SiemensE_00:32:02,Iec-Tc57_01:00:02,GOOSE,175,TIED4,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60414,3757.33332,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,176,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60416,3757.83275,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,176,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60428,3758.298279,SiemensE_00:32:0c,Iec-Tc57_01:00:05,GOOSE,167,GIED2,CTRL,LLN0,Control_DataSet,2,FALSE,,,,0,,,
60429,3758.307579,SiemensE_00:69:56,Iec-Tc57_01:00:00,GOOSE,191,TIED2,CTRL,LLN0,Control_DataSet,8,TRUE,TRUE,TRUE,TRUE,0,0,0,0
60430,3758.307581,SiemensE_00:69:56,Iec-Tc57_01:00:04,GOOSE,173,TIED2,CTRL,LLN0,Control_DataSet_2,2,FALSE,,,,0,,,
60431,3758.307582,SiemensE_00:69:56,Iec-Tc57_01:00:08,GOOSE,181,TIED2,CTRL,LLN0,Control_DataSet_1,4,TRUE,FALSE,,,0,0,,
60432,3758.330032,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,176,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60435,3758.569403,ipcas_f8:c4:fd,Iec-Tc57_01:00:03,GOOSE,167,TIED1,CTRL,LLN0,Control_DataSet,2,FALSE,,,,0,,,
60436,3758.569404,ipcas_f8:c4:fd,Iec-Tc57_01:00:07,GOOSE,173,TIED1,CTRL,LLN0,Control_DataSet_1,2,TRUE,,,,0,,,
60437,3758.828947,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,176,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60442,3759.062319,ipcas_f8:c4:d8,Iec-Tc57_01:00:06,GOOSE,167,GIED1,PROT,LLN0,Control_DataSet,2,FALSE,,,,0,,,
60446,3759.191228,SiemensE_00:32:02,Iec-Tc57_01:00:01,GOOSE,173,TIED4,CTRL,LLN0,Control_DataSet_1,2,FALSE,,,,0,,,
60447,3759.210653,SiemensE_00:32:02,Iec-Tc57_01:00:09,GOOSE,181,TIED4,CTRL,LLN0,Control_DataSet_2,4,TRUE,FALSE,,,0,0,,
60449,3759.316821,SiemensE_00:32:02,Iec-Tc57_01:00:02,GOOSE,175,TIED4,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60450,3759.326644,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,176,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60452,3759.825698,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,176,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60455,3760.296569,SiemensE_00:32:0c,Iec-Tc57_01:00:05,GOOSE,167,GIED2,CTRL,LLN0,Control_DataSet,2,FALSE,,,,0,,,
60456,3760.305715,SiemensE_00:69:56,Iec-Tc57_01:00:00,GOOSE,191,TIED2,CTRL,LLN0,Control_DataSet,8,TRUE,TRUE,TRUE,TRUE,0,0,0,0
60457,3760.305717,SiemensE_00:69:56,Iec-Tc57_01:00:04,GOOSE,173,TIED2,CTRL,LLN0,Control_DataSet_2,2,FALSE,,,,0,,,
60458,3760.305718,SiemensE_00:69:56,Iec-Tc57_01:00:08,GOOSE,181,TIED2,CTRL,LLN0,Control_DataSet_1,4,TRUE,FALSE,,,0,0,,
60459,3760.323708,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,176,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60461,3760.566703,ipcas_f8:c4:fd,Iec-Tc57_01:00:03,GOOSE,167,TIED1,CTRL,LLN0,Control_DataSet,2,FALSE,,,,0,,,
60462,3760.566703,ipcas_f8:c4:fd,Iec-Tc57_01:00:07,GOOSE,173,TIED1,CTRL,LLN0,Control_DataSet_1,2,TRUE,,,,0,,,
60463,3760.82209,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,176,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60466,3761.060567,ipcas_f8:c4:d8,Iec-Tc57_01:00:06,GOOSE,167,GIED1,PROT,LLN0,Control_DataSet,2,FALSE,,,,0,,,
60467,3761.190241,SiemensE_00:32:02,Iec-Tc57_01:00:01,GOOSE,173,TIED4,CTRL,LLN0,Control_DataSet_1,2,FALSE,,,,0,,,
60468,3761.209592,SiemensE_00:32:02,Iec-Tc57_01:00:09,GOOSE,181,TIED4,CTRL,LLN0,Control_DataSet_2,4,TRUE,FALSE,,,0,0,,
60470,3761.316149,SiemensE_00:32:02,Iec-Tc57_01:00:02,GOOSE,175,TIED4,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60471,3761.320499,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,176,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60474,3761.819361,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,176,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60479,3762.294765,SiemensE_00:32:0c,Iec-Tc57_01:00:05,GOOSE,167,GIED2,CTRL,LLN0,Control_DataSet,2,FALSE,,,,0,,,
60480,3762.304448,SiemensE_00:69:56,Iec-Tc57_01:00:00,GOOSE,191,TIED2,CTRL,LLN0,Control_DataSet,8,TRUE,TRUE,TRUE,TRUE,0,0,0,0
60481,3762.30445,SiemensE_00:69:56,Iec-Tc57_01:00:04,GOOSE,173,TIED2,CTRL,LLN0,Control_DataSet_2,2,FALSE,,,,0,,,
60482,3762.305222,SiemensE_00:69:56,Iec-Tc57_01:00:08,GOOSE,181,TIED2,CTRL,LLN0,Control_DataSet_1,4,TRUE,FALSE,,,0,0,,
60483,3762.317205,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,176,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60485,3762.564267,ipcas_f8:c4:fd,Iec-Tc57_01:00:03,GOOSE,167,TIED1,CTRL,LLN0,Control_DataSet,2,FALSE,,,,0,,,
60486,3762.565498,ipcas_f8:c4:fd,Iec-Tc57_01:00:07,GOOSE,173,TIED1,CTRL,LLN0,Control_DataSet_1,2,TRUE,,,,0,,,
60487,3762.815159,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,176,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60490,3763.058958,ipcas_f8:c4:d8,Iec-Tc57_01:00:06,GOOSE,167,GIED1,PROT,LLN0,Control_DataSet,2,FALSE,,,,0,,,
60491,3763.189135,SiemensE_00:32:02,Iec-Tc57_01:00:01,GOOSE,173,TIED4,CTRL,LLN0,Control_DataSet_1,2,FALSE,,,,0,,,
60492,3763.20932,SiemensE_00:32:02,Iec-Tc57_01:00:09,GOOSE,181,TIED4,CTRL,LLN0,Control_DataSet_2,4,TRUE,FALSE,,,0,0,,
60494,3763.314679,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,176,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60495,3763.314681,SiemensE_00:32:02,Iec-Tc57_01:00:02,GOOSE,175,TIED4,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60497,3763.812266,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,176,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60499,3764.293157,SiemensE_00:32:0c,Iec-Tc57_01:00:05,GOOSE,167,GIED2,CTRL,LLN0,Control_DataSet,2,FALSE,,,,0,,,
60500,3764.303083,SiemensE_00:69:56,Iec-Tc57_01:00:00,GOOSE,191,TIED2,CTRL,LLN0,Control_DataSet,8,TRUE,TRUE,TRUE,TRUE,0,0,0,0
60501,3764.303084,SiemensE_00:69:56,Iec-Tc57_01:00:04,GOOSE,173,TIED2,CTRL,LLN0,Control_DataSet_2,2,FALSE,,,,0,,,
60502,3764.303085,SiemensE_00:69:56,Iec-Tc57_01:00:08,GOOSE,181,TIED2,CTRL,LLN0,Control_DataSet_1,4,TRUE,FALSE,,,0,0,,
60503,3764.310427,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,176,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60505,3764.563378,ipcas_f8:c4:fd,Iec-Tc57_01:00:03,GOOSE,167,TIED1,CTRL,LLN0,Control_DataSet,2,FALSE,,,,0,,,
60506,3764.563379,ipcas_f8:c4:fd,Iec-Tc57_01:00:07,GOOSE,173,TIED1,CTRL,LLN0,Control_DataSet_1,2,TRUE,,,,0,,,
60507,3764.859174,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,176,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60510,3765.05743,ipcas_f8:c4:d8,Iec-Tc57_01:00:06,GOOSE,167,GIED1,PROT,LLN0,Control_DataSet,2,FALSE,,,,0,,,
60511,3765.188253,SiemensE_00:32:02,Iec-Tc57_01:00:01,GOOSE,173,TIED4,CTRL,LLN0,Control_DataSet_1,2,FALSE,,,,0,,,
60512,3765.207052,SiemensE_00:32:02,Iec-Tc57_01:00:09,GOOSE,181,TIED4,CTRL,LLN0,Control_DataSet_2,4,TRUE,FALSE,,,0,0,,
60514,3765.308051,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,176,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60515,3765.313565,SiemensE_00:32:02,Iec-Tc57_01:00:02,GOOSE,175,TIED4,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60528,3765.805256,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,176,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60530,3766.291447,SiemensE_00:32:0c,Iec-Tc57_01:00:05,GOOSE,167,GIED2,CTRL,LLN0,Control_DataSet,2,FALSE,,,,0,,,
60531,3766.301576,SiemensE_00:69:56,Iec-Tc57_01:00:00,GOOSE,191,TIED2,CTRL,LLN0,Control_DataSet,8,TRUE,TRUE,TRUE,TRUE,0,0,0,0
60532,3766.301577,SiemensE_00:69:56,Iec-Tc57_01:00:04,GOOSE,173,TIED2,CTRL,LLN0,Control_DataSet_2,2,FALSE,,,,0,,,
60533,3766.301578,SiemensE_00:69:56,Iec-Tc57_01:00:08,GOOSE,181,TIED2,CTRL,LLN0,Control_DataSet_1,4,TRUE,FALSE,,,0,0,,
60534,3766.303701,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,176,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60536,3766.562069,ipcas_f8:c4:fd,Iec-Tc57_01:00:03,GOOSE,167,TIED1,CTRL,LLN0,Control_DataSet,2,FALSE,,,,0,,,
60537,3766.56207,ipcas_f8:c4:fd,Iec-Tc57_01:00:07,GOOSE,173,TIED1,CTRL,LLN0,Control_DataSet_1,2,TRUE,,,,0,,,
60538,3766.802239,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,176,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60540,3767.055701,ipcas_f8:c4:d8,Iec-Tc57_01:00:06,GOOSE,167,GIED1,PROT,LLN0,Control_DataSet,2,FALSE,,,,0,,,
60541,3767.186868,SiemensE_00:32:02,Iec-Tc57_01:00:01,GOOSE,173,TIED4,CTRL,LLN0,Control_DataSet_1,2,FALSE,,,,0,,,
60542,3767.206621,SiemensE_00:32:02,Iec-Tc57_01:00:09,GOOSE,181,TIED4,CTRL,LLN0,Control_DataSet_2,4,TRUE,FALSE,,,0,0,,
60544,3767.300658,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,176,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60545,3767.312187,SiemensE_00:32:02,Iec-Tc57_01:00:02,GOOSE,175,TIED4,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60547,3767.799151,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,176,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60549,3768.289724,SiemensE_00:32:0c,Iec-Tc57_01:00:05,GOOSE,167,GIED2,CTRL,LLN0,Control_DataSet,2,FALSE,,,,0,,,
60550,3768.296879,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,176,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60551,3768.300242,SiemensE_00:69:56,Iec-Tc57_01:00:00,GOOSE,191,TIED2,CTRL,LLN0,Control_DataSet,8,TRUE,TRUE,TRUE,TRUE,0,0,0,0
60552,3768.300244,SiemensE_00:69:56,Iec-Tc57_01:00:04,GOOSE,173,TIED2,CTRL,LLN0,Control_DataSet_2,2,FALSE,,,,0,,,
60553,3768.300245,SiemensE_00:69:56,Iec-Tc57_01:00:08,GOOSE,181,TIED2,CTRL,LLN0,Control_DataSet_1,4,TRUE,FALSE,,,0,0,,
60555,3768.562473,ipcas_f8:c4:fd,Iec-Tc57_01:00:03,GOOSE,167,TIED1,CTRL,LLN0,Control_DataSet,2,FALSE,,,,0,,,
60556,3768.562475,ipcas_f8:c4:fd,Iec-Tc57_01:00:07,GOOSE,173,TIED1,CTRL,LLN0,Control_DataSet_1,2,TRUE,,,,0,,,
60557,3768.796108,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,176,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60560,3769.054014,ipcas_f8:c4:d8,Iec-Tc57_01:00:06,GOOSE,167,GIED1,PROT,LLN0,Control_DataSet,2,FALSE,,,,0,,,
60561,3769.185778,SiemensE_00:32:02,Iec-Tc57_01:00:01,GOOSE,173,TIED4,CTRL,LLN0,Control_DataSet_1,2,FALSE,,,,0,,,
60562,3769.20562,SiemensE_00:32:02,Iec-Tc57_01:00:09,GOOSE,181,TIED4,CTRL,LLN0,Control_DataSet_2,4,TRUE,FALSE,,,0,0,,
60564,3769.294794,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,176,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60565,3769.311839,SiemensE_00:32:02,Iec-Tc57_01:00:02,GOOSE,175,TIED4,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60567,3769.792744,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,176,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60570,3770.287997,SiemensE_00:32:0c,Iec-Tc57_01:00:05,GOOSE,167,GIED2,CTRL,LLN0,Control_DataSet,2,FALSE,,,,0,,,
60571,3770.290084,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,176,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60572,3770.299684,SiemensE_00:69:56,Iec-Tc57_01:00:00,GOOSE,191,TIED2,CTRL,LLN0,Control_DataSet,8,TRUE,TRUE,TRUE,TRUE,0,0,0,0
60573,3770.299686,SiemensE_00:69:56,Iec-Tc57_01:00:04,GOOSE,173,TIED2,CTRL,LLN0,Control_DataSet_2,2,FALSE,,,,0,,,
60574,3770.299687,SiemensE_00:69:56,Iec-Tc57_01:00:08,GOOSE,181,TIED2,CTRL,LLN0,Control_DataSet_1,4,TRUE,FALSE,,,0,0,,
60576,3770.558995,ipcas_f8:c4:fd,Iec-Tc57_01:00:03,GOOSE,167,TIED1,CTRL,LLN0,Control_DataSet,2,FALSE,,,,0,,,
60577,3770.558996,ipcas_f8:c4:fd,Iec-Tc57_01:00:07,GOOSE,173,TIED1,CTRL,LLN0,Control_DataSet_1,2,TRUE,,,,0,,,
60578,3770.80153,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,176,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60583,3771.052243,ipcas_f8:c4:d8,Iec-Tc57_01:00:06,GOOSE,167,GIED1,PROT,LLN0,Control_DataSet,2,FALSE,,,,0,,,
60584,3771.184622,SiemensE_00:32:02,Iec-Tc57_01:00:01,GOOSE,173,TIED4,CTRL,LLN0,Control_DataSet_1,2,FALSE,,,,0,,,
60585,3771.2039,SiemensE_00:32:02,Iec-Tc57_01:00:09,GOOSE,181,TIED4,CTRL,LLN0,Control_DataSet_2,4,TRUE,FALSE,,,0,0,,
60587,3771.28795,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,176,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60588,3771.309907,SiemensE_00:32:02,Iec-Tc57_01:00:02,GOOSE,175,TIED4,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60594,3771.785802,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,176,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60599,3772.283759,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,176,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60600,3772.286348,SiemensE_00:32:0c,Iec-Tc57_01:00:05,GOOSE,167,GIED2,CTRL,LLN0,Control_DataSet,2,FALSE,,,,0,,,
60601,3772.296535,SiemensE_00:69:56,Iec-Tc57_01:00:00,GOOSE,191,TIED2,CTRL,LLN0,Control_DataSet,8,TRUE,TRUE,TRUE,TRUE,0,0,0,0
60602,3772.297898,SiemensE_00:69:56,Iec-Tc57_01:00:04,GOOSE,173,TIED2,CTRL,LLN0,Control_DataSet_2,2,FALSE,,,,0,,,
60603,3772.297899,SiemensE_00:69:56,Iec-Tc57_01:00:08,GOOSE,181,TIED2,CTRL,LLN0,Control_DataSet_1,4,TRUE,FALSE,,,0,0,,
60605,3772.557254,ipcas_f8:c4:fd,Iec-Tc57_01:00:03,GOOSE,167,TIED1,CTRL,LLN0,Control_DataSet,2,FALSE,,,,0,,,
60606,3772.558169,ipcas_f8:c4:fd,Iec-Tc57_01:00:07,GOOSE,173,TIED1,CTRL,LLN0,Control_DataSet_1,2,TRUE,,,,0,,,
60607,3772.782876,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,176,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60610,3773.050511,ipcas_f8:c4:d8,Iec-Tc57_01:00:06,GOOSE,167,GIED1,PROT,LLN0,Control_DataSet,2,FALSE,,,,0,,,
60611,3773.183722,SiemensE_00:32:02,Iec-Tc57_01:00:01,GOOSE,173,TIED4,CTRL,LLN0,Control_DataSet_1,2,FALSE,,,,0,,,
60612,3773.202972,SiemensE_00:32:02,Iec-Tc57_01:00:09,GOOSE,181,TIED4,CTRL,LLN0,Control_DataSet_2,4,TRUE,FALSE,,,0,0,,
60614,3773.280787,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,176,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60615,3773.308757,SiemensE_00:32:02,Iec-Tc57_01:00:02,GOOSE,175,TIED4,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60631,3773.779613,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,176,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60646,3774.277611,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,176,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60647,3774.284555,SiemensE_00:32:0c,Iec-Tc57_01:00:05,GOOSE,167,GIED2,CTRL,LLN0,Control_DataSet,2,FALSE,,,,0,,,
60648,3774.296403,SiemensE_00:69:56,Iec-Tc57_01:00:00,GOOSE,191,TIED2,CTRL,LLN0,Control_DataSet,8,TRUE,TRUE,TRUE,TRUE,0,0,0,0
60649,3774.296406,SiemensE_00:69:56,Iec-Tc57_01:00:04,GOOSE,173,TIED2,CTRL,LLN0,Control_DataSet_2,2,FALSE,,,,0,,,
60650,3774.29644,SiemensE_00:69:56,Iec-Tc57_01:00:08,GOOSE,181,TIED2,CTRL,LLN0,Control_DataSet_1,4,TRUE,FALSE,,,0,0,,
60654,3774.555808,ipcas_f8:c4:fd,Iec-Tc57_01:00:03,GOOSE,167,TIED1,CTRL,LLN0,Control_DataSet,2,FALSE,,,,0,,,
60655,3774.55581,ipcas_f8:c4:fd,Iec-Tc57_01:00:07,GOOSE,173,TIED1,CTRL,LLN0,Control_DataSet_1,2,TRUE,,,,0,,,
60658,3774.776125,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,176,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60662,3775.048759,ipcas_f8:c4:d8,Iec-Tc57_01:00:06,GOOSE,167,GIED1,PROT,LLN0,Control_DataSet,2,FALSE,,,,0,,,
60667,3775.183162,SiemensE_00:32:02,Iec-Tc57_01:00:01,GOOSE,173,TIED4,CTRL,LLN0,Control_DataSet_1,2,FALSE,,,,0,,,
60668,3775.201442,SiemensE_00:32:02,Iec-Tc57_01:00:09,GOOSE,181,TIED4,CTRL,LLN0,Control_DataSet_2,4,TRUE,FALSE,,,0,0,,
60670,3775.27353,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,176,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60671,3775.307843,SiemensE_00:32:02,Iec-Tc57_01:00:02,GOOSE,175,TIED4,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60674,3775.771991,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,176,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60678,3776.27061,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,176,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60679,3776.282748,SiemensE_00:32:0c,Iec-Tc57_01:00:05,GOOSE,167,GIED2,CTRL,LLN0,Control_DataSet,2,FALSE,,,,0,,,
60681,3776.293692,SiemensE_00:69:56,Iec-Tc57_01:00:00,GOOSE,191,TIED2,CTRL,LLN0,Control_DataSet,8,TRUE,TRUE,TRUE,TRUE,0,0,0,0
60682,3776.296038,SiemensE_00:69:56,Iec-Tc57_01:00:04,GOOSE,173,TIED2,CTRL,LLN0,Control_DataSet_2,2,FALSE,,,,0,,,
60683,3776.296039,SiemensE_00:69:56,Iec-Tc57_01:00:08,GOOSE,181,TIED2,CTRL,LLN0,Control_DataSet_1,4,TRUE,FALSE,,,0,0,,
60686,3776.55328,ipcas_f8:c4:fd,Iec-Tc57_01:00:03,GOOSE,167,TIED1,CTRL,LLN0,Control_DataSet,2,FALSE,,,,0,,,
60687,3776.555491,ipcas_f8:c4:fd,Iec-Tc57_01:00:07,GOOSE,173,TIED1,CTRL,LLN0,Control_DataSet_1,2,TRUE,,,,0,,,
60688,3776.769455,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,176,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60693,3777.047107,ipcas_f8:c4:d8,Iec-Tc57_01:00:06,GOOSE,167,GIED1,PROT,LLN0,Control_DataSet,2,FALSE,,,,0,,,
60694,3777.180993,SiemensE_00:32:02,Iec-Tc57_01:00:01,GOOSE,173,TIED4,CTRL,LLN0,Control_DataSet_1,2,FALSE,,,,0,,,
60695,3777.201113,SiemensE_00:32:02,Iec-Tc57_01:00:09,GOOSE,181,TIED4,CTRL,LLN0,Control_DataSet_2,4,TRUE,FALSE,,,0,0,,
60697,3777.267635,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,176,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60698,3777.306644,SiemensE_00:32:02,Iec-Tc57_01:00:02,GOOSE,175,TIED4,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60701,3777.766184,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,176,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60707,3778.264094,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,176,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60708,3778.281101,SiemensE_00:32:0c,Iec-Tc57_01:00:05,GOOSE,167,GIED2,CTRL,LLN0,Control_DataSet,2,FALSE,,,,0,,,
60709,3778.292689,SiemensE_00:69:56,Iec-Tc57_01:00:00,GOOSE,191,TIED2,CTRL,LLN0,Control_DataSet,8,TRUE,TRUE,TRUE,TRUE,0,0,0,0
60710,3778.294022,SiemensE_00:69:56,Iec-Tc57_01:00:04,GOOSE,173,TIED2,CTRL,LLN0,Control_DataSet_2,2,FALSE,,,,0,,,
60711,3778.294024,SiemensE_00:69:56,Iec-Tc57_01:00:08,GOOSE,181,TIED2,CTRL,LLN0,Control_DataSet_1,4,TRUE,FALSE,,,0,0,,
60715,3778.552173,ipcas_f8:c4:fd,Iec-Tc57_01:00:03,GOOSE,167,TIED1,CTRL,LLN0,Control_DataSet,2,FALSE,,,,0,,,
60716,3778.553009,ipcas_f8:c4:fd,Iec-Tc57_01:00:07,GOOSE,173,TIED1,CTRL,LLN0,Control_DataSet_1,2,TRUE,,,,0,,,
60717,3778.762303,ipcas_f8:c4:fe,Iec-Tc57_01:00:00,GOOSE,176,MIED1,CTRL,LLN0,Control_DataSet,4,TRUE,TRUE,,,0,0,,
60718,3779.045336,ipcas_f8:c4:d8,Iec-Tc57_01:00:06,GOOSE,167,GIED1,PROT,LLN0,Control_DataSet,2,FALSE,,,,0,,,
60720,3779.180654,SiemensE_00:32:02,Iec-Tc57_01:00:01,GOOSE,173,TIED4,CTRL,LLN0,Control_DataSet_1,2,FALSE,,,,0,,,
